Microstructure 1 RVE Element Properties:

Number of Nodes (Micro) in RVE: 27
Degree of Freedom (Micro) in RVE: 81
Number of Nodes (Macro) in RVE: 8
Degree of Freedom (Macro) in RVE: 24
Number of Elements in RVE: 8

Macro Boundary Nodes:
Node\Direction 	 x		 y		
27    0.0000000000		    0.0000000000		0 
9    1.0000000000		    0.0000000000		0 
7    1.0000000000		    1.0000000000		0 
25    0.0000000000		    1.0000000000		0 
21    0.0000000000		    0.0000000000		1 
3    1.0000000000		    0.0000000000		1 
1    1.0000000000		    1.0000000000		1 
19    0.0000000000		    1.0000000000		1 

Micro Nodes (Undeformed):
Node\Direction 	 x		 y		
1    1.0000000000		    1.0000000000		1 
2    1.0000000000		    0.5000000000		1 
3    1.0000000000		    0.0000000000		1 
4    1.0000000000		    1.0000000000		1 
5    1.0000000000		    0.5000000000		1 
6    1.0000000000		    0.0000000000		1 
7    1.0000000000		    1.0000000000		0 
8    1.0000000000		    0.5000000000		0 
9    1.0000000000		    0.0000000000		0 
10    0.5000000000		    1.0000000000		1 
11    0.5000000000		    0.5000000000		1 
12    0.5000000000		    0.0000000000		1 
13    0.5000000000		    1.0000000000		1 
14    0.5000000000		    0.5000000000		1 
15    0.5000000000		    0.0000000000		1 
16    0.5000000000		    1.0000000000		0 
17    0.5000000000		    0.5000000000		0 
18    0.5000000000		    0.0000000000		0 
19    0.0000000000		    1.0000000000		1 
20    0.0000000000		    0.5000000000		1 
21    0.0000000000		    0.0000000000		1 
22    0.0000000000		    1.0000000000		1 
23    0.0000000000		    0.5000000000		1 
24    0.0000000000		    0.0000000000		1 
25    0.0000000000		    1.0000000000		0 
26    0.0000000000		    0.5000000000		0 
27    0.0000000000		    0.0000000000		0 

Micro Boundary Nodes:
1    1.0000000000		    1.0000000000		1 
2    1.0000000000		    0.5000000000		1 
3    1.0000000000		    0.0000000000		1 
4    1.0000000000		    1.0000000000		1 
5    1.0000000000		    0.5000000000		1 
6    1.0000000000		    0.0000000000		1 
7    1.0000000000		    1.0000000000		0 
8    1.0000000000		    0.5000000000		0 
9    1.0000000000		    0.0000000000		0 
10    0.5000000000		    1.0000000000		1 
11    0.5000000000		    0.5000000000		1 
12    0.5000000000		    0.0000000000		1 
13    0.5000000000		    1.0000000000		1 
15    0.5000000000		    0.0000000000		1 
16    0.5000000000		    1.0000000000		0 
17    0.5000000000		    0.5000000000		0 
18    0.5000000000		    0.0000000000		0 
19    0.0000000000		    1.0000000000		1 
20    0.0000000000		    0.5000000000		1 
21    0.0000000000		    0.0000000000		1 
22    0.0000000000		    1.0000000000		1 
23    0.0000000000		    0.5000000000		1 
24    0.0000000000		    0.0000000000		1 
25    0.0000000000		    1.0000000000		0 
26    0.0000000000		    0.5000000000		0 
27    0.0000000000		    0.0000000000		0 

Number of Micro Boundary Internal Nodes:
Surface 1: Between Node  27  & Node  9 :  5
Surface 2: Between Node  9  & Node  7 :  5
Surface 3: Between Node  7  & Node  25 :  5
Surface 4: Between Node  25  & Node  27 :  5

Basis Function:
   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		   0.0000000000		  -0.0000000000		   1.0000000189		  -0.0000000000		  -0.0000000000		  -0.0000000063		   0.0000000000		   0.0000000000		
   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000063		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		   0.0000000000		  -0.0000000000		   1.0000000189		  -0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		
   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		  -0.0000000000		   1.0000000189		   0.0000000000		  -0.0000000000		  -0.0000000063		
  -0.0001129670		   0.0624512053		  -0.0000367032		  -0.0001018262		  -0.0624195764		   0.0000298118		  -0.0003048756		   0.0624195764		   0.0000298115		  -0.0002533207		  -0.0624512053		  -0.0000367028		  -0.0002411269		   0.0624512059		   0.0000367032		   0.5000293488		  -0.0624285458		  -0.0000191435		   0.5003066750		   0.0624285458		  -0.0000191432		   0.0004336906		  -0.0624512059		   0.0000367028		
   0.0267285614		  -0.0001322501		   0.0267474271		  -0.0267527148		   0.0000227169		   0.0267564120		   0.0267527148		  -0.0004510986		  -0.0267564120		  -0.0267285614		  -0.0001611844		  -0.0267474271		   0.0267285617		  -0.0003107495		  -0.0267474271		  -0.0267538968		   0.5000559629		  -0.0267536885		   0.0267538968		   0.5002555223		   0.0267536885		  -0.0267285617		  -0.0007392080		   0.0267474271		
  -0.0000400755		   0.0624405084		  -0.0002521337		   0.0000551923		   0.0624311738		  -0.0003180180		   0.0000551919		  -0.0624311738		   0.0000606402		  -0.0000400751		  -0.0624405084		  -0.0000613052		   0.0000400755		  -0.0624405084		  -0.0000779729		  -0.0000555077		  -0.0624296186		   0.4999775757		  -0.0000555074		   0.0624296186		   0.5003927046		   0.0000400751		   0.0624405084		  -0.0006064077		
   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		   0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		   0.0000000000		   1.0000000126		   0.0000000000		  -0.0000000000		  -0.0000000000		  -0.0000000000		  -0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		
   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		  -0.0000000000		   0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000063		   0.0000000000		   0.0000000000		   1.0000000126		   0.0000000000		  -0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		  -0.0000000000		
   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000063		   0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		   0.0000000000		  -0.0000000063		  -0.0000000000		   0.0000000000		   1.0000000126		  -0.0000000000		  -0.0000000000		  -0.0000000000		   0.0000000000		  -0.0000000000		  -0.0000000000		
  -0.0001404417		  -0.0000351400		   0.0624491738		  -0.0000208983		   0.0000532229		  -0.0624554956		   0.4997858756		  -0.0000532229		  -0.0624554962		  -0.0003512276		   0.0000351400		   0.0624491743		  -0.0001448715		  -0.0000351397		  -0.0624491738		   0.0000058112		   0.0000473760		   0.0624718492		   0.5003012869		  -0.0000473760		   0.0624718498		   0.0005288290		   0.0000351397		  -0.0624491743		
