Coarse Elements Properties:

Number of Nodes (Macro): 217
Degree of Freedom (Macro): 434
Number of Coarse Elements: 180

$ELEMENT_CONNECTIVITY
1	 1	 2	 33	 32
2	 2	 3	 34	 33
3	 3	 4	 35	 34
4	 4	 5	 36	 35
5	 5	 6	 37	 36
6	 6	 7	 38	 37
7	 7	 8	 39	 38
8	 8	 9	 40	 39
9	 9	 10	 41	 40
10	 10	 11	 42	 41
11	 11	 12	 43	 42
12	 12	 13	 44	 43
13	 13	 14	 45	 44
14	 14	 15	 46	 45
15	 15	 16	 47	 46
16	 16	 17	 48	 47
17	 17	 18	 49	 48
18	 18	 19	 50	 49
19	 19	 20	 51	 50
20	 20	 21	 52	 51
21	 21	 22	 53	 52
22	 22	 23	 54	 53
23	 23	 24	 55	 54
24	 24	 25	 56	 55
25	 25	 26	 57	 56
26	 26	 27	 58	 57
27	 27	 28	 59	 58
28	 28	 29	 60	 59
29	 29	 30	 61	 60
30	 30	 31	 62	 61
31	 32	 33	 64	 63
32	 33	 34	 65	 64
33	 34	 35	 66	 65
34	 35	 36	 67	 66
35	 36	 37	 68	 67
36	 37	 38	 69	 68
37	 38	 39	 70	 69
38	 39	 40	 71	 70
39	 40	 41	 72	 71
40	 41	 42	 73	 72
41	 42	 43	 74	 73
42	 43	 44	 75	 74
43	 44	 45	 76	 75
44	 45	 46	 77	 76
45	 46	 47	 78	 77
46	 47	 48	 79	 78
47	 48	 49	 80	 79
48	 49	 50	 81	 80
49	 50	 51	 82	 81
50	 51	 52	 83	 82
51	 52	 53	 84	 83
52	 53	 54	 85	 84
53	 54	 55	 86	 85
54	 55	 56	 87	 86
55	 56	 57	 88	 87
56	 57	 58	 89	 88
57	 58	 59	 90	 89
58	 59	 60	 91	 90
59	 60	 61	 92	 91
60	 61	 62	 93	 92
61	 63	 64	 95	 94
62	 64	 65	 96	 95
63	 65	 66	 97	 96
64	 66	 67	 98	 97
65	 67	 68	 99	 98
66	 68	 69	 100	 99
67	 69	 70	 101	 100
68	 70	 71	 102	 101
69	 71	 72	 103	 102
70	 72	 73	 104	 103
71	 73	 74	 105	 104
72	 74	 75	 106	 105
73	 75	 76	 107	 106
74	 76	 77	 108	 107
75	 77	 78	 109	 108
76	 78	 79	 110	 109
77	 79	 80	 111	 110
78	 80	 81	 112	 111
79	 81	 82	 113	 112
80	 82	 83	 114	 113
81	 83	 84	 115	 114
82	 84	 85	 116	 115
83	 85	 86	 117	 116
84	 86	 87	 118	 117
85	 87	 88	 119	 118
86	 88	 89	 120	 119
87	 89	 90	 121	 120
88	 90	 91	 122	 121
89	 91	 92	 123	 122
90	 92	 93	 124	 123
91	 94	 95	 126	 125
92	 95	 96	 127	 126
93	 96	 97	 128	 127
94	 97	 98	 129	 128
95	 98	 99	 130	 129
96	 99	 100	 131	 130
97	 100	 101	 132	 131
98	 101	 102	 133	 132
99	 102	 103	 134	 133
100	 103	 104	 135	 134
101	 104	 105	 136	 135
102	 105	 106	 137	 136
103	 106	 107	 138	 137
104	 107	 108	 139	 138
105	 108	 109	 140	 139
106	 109	 110	 141	 140
107	 110	 111	 142	 141
108	 111	 112	 143	 142
109	 112	 113	 144	 143
110	 113	 114	 145	 144
111	 114	 115	 146	 145
112	 115	 116	 147	 146
113	 116	 117	 148	 147
114	 117	 118	 149	 148
115	 118	 119	 150	 149
116	 119	 120	 151	 150
117	 120	 121	 152	 151
118	 121	 122	 153	 152
119	 122	 123	 154	 153
120	 123	 124	 155	 154
121	 125	 126	 157	 156
122	 126	 127	 158	 157
123	 127	 128	 159	 158
124	 128	 129	 160	 159
125	 129	 130	 161	 160
126	 130	 131	 162	 161
127	 131	 132	 163	 162
128	 132	 133	 164	 163
129	 133	 134	 165	 164
130	 134	 135	 166	 165
131	 135	 136	 167	 166
132	 136	 137	 168	 167
133	 137	 138	 169	 168
134	 138	 139	 170	 169
135	 139	 140	 171	 170
136	 140	 141	 172	 171
137	 141	 142	 173	 172
138	 142	 143	 174	 173
139	 143	 144	 175	 174
140	 144	 145	 176	 175
141	 145	 146	 177	 176
142	 146	 147	 178	 177
143	 147	 148	 179	 178
144	 148	 149	 180	 179
145	 149	 150	 181	 180
146	 150	 151	 182	 181
147	 151	 152	 183	 182
148	 152	 153	 184	 183
149	 153	 154	 185	 184
150	 154	 155	 186	 185
151	 156	 157	 188	 187
152	 157	 158	 189	 188
153	 158	 159	 190	 189
154	 159	 160	 191	 190
155	 160	 161	 192	 191
156	 161	 162	 193	 192
157	 162	 163	 194	 193
158	 163	 164	 195	 194
159	 164	 165	 196	 195
160	 165	 166	 197	 196
161	 166	 167	 198	 197
162	 167	 168	 199	 198
163	 168	 169	 200	 199
164	 169	 170	 201	 200
165	 170	 171	 202	 201
166	 171	 172	 203	 202
167	 172	 173	 204	 203
168	 173	 174	 205	 204
169	 174	 175	 206	 205
170	 175	 176	 207	 206
171	 176	 177	 208	 207
172	 177	 178	 209	 208
173	 178	 179	 210	 209
174	 179	 180	 211	 210
175	 180	 181	 212	 211
176	 181	 182	 213	 212
177	 182	 183	 214	 213
178	 183	 184	 215	 214
179	 184	 185	 216	 215
180	 185	 186	 217	 216

Macro Nodes (Undeformed):
Node\Direction 	 x		 y		
1    0.0000000000		    0.0000000000		0 
2    0.0200000000		    0.0000000000		0 
3    0.0399999990		    0.0000000000		0 
4    0.0599999990		    0.0000000000		0 
5    0.0799999980		    0.0000000000		0 
6    0.1000000010		    0.0000000000		0 
7    0.1199999970		    0.0000000000		0 
8    0.1400000010		    0.0000000000		0 
9    0.1599999960		    0.0000000000		0 
10    0.1800000070		    0.0000000000		0 
11    0.2000000030		    0.0000000000		0 
12    0.2199999990		    0.0000000000		0 
13    0.2399999950		    0.0000000000		0 
14    0.2599999900		    0.0000000000		0 
15    0.2800000010		    0.0000000000		0 
16    0.3000000120		    0.0000000000		0 
17    0.3199999930		    0.0000000000		0 
18    0.3400000040		    0.0000000000		0 
19    0.3600000140		    0.0000000000		0 
20    0.3799999950		    0.0000000000		0 
21    0.4000000060		    0.0000000000		0 
22    0.4199999870		    0.0000000000		0 
23    0.4399999980		    0.0000000000		0 
24    0.4600000080		    0.0000000000		0 
25    0.4799999890		    0.0000000000		0 
26    0.5000000000		    0.0000000000		0 
27    0.5199999810		    0.0000000000		0 
28    0.5400000210		    0.0000000000		0 
29    0.5600000020		    0.0000000000		0 
30    0.5799999830		    0.0000000000		0 
31    0.6000000240		    0.0000000000		0 
32    0.0000000000		    0.0200000000		0 
33    0.0200000000		    0.0200000000		0 
34    0.0399999990		    0.0200000000		0 
35    0.0599999990		    0.0200000000		0 
36    0.0799999980		    0.0200000000		0 
37    0.1000000010		    0.0200000000		0 
38    0.1199999970		    0.0200000000		0 
39    0.1400000010		    0.0200000000		0 
40    0.1599999960		    0.0200000000		0 
41    0.1800000070		    0.0200000000		0 
42    0.2000000030		    0.0200000000		0 
43    0.2199999990		    0.0200000000		0 
44    0.2399999950		    0.0200000000		0 
45    0.2599999900		    0.0200000000		0 
46    0.2800000010		    0.0200000000		0 
47    0.3000000120		    0.0200000000		0 
48    0.3199999930		    0.0200000000		0 
49    0.3400000040		    0.0200000000		0 
50    0.3600000140		    0.0200000000		0 
51    0.3799999950		    0.0200000000		0 
52    0.4000000060		    0.0200000000		0 
53    0.4199999870		    0.0200000000		0 
54    0.4399999980		    0.0200000000		0 
55    0.4600000080		    0.0200000000		0 
56    0.4799999890		    0.0200000000		0 
57    0.5000000000		    0.0200000000		0 
58    0.5199999810		    0.0200000000		0 
59    0.5400000210		    0.0200000000		0 
60    0.5600000020		    0.0200000000		0 
61    0.5799999830		    0.0200000000		0 
62    0.6000000240		    0.0200000000		0 
63    0.0000000000		    0.0399999990		0 
64    0.0200000000		    0.0399999990		0 
65    0.0399999990		    0.0399999990		0 
66    0.0599999990		    0.0399999990		0 
67    0.0799999980		    0.0399999990		0 
68    0.1000000010		    0.0399999990		0 
69    0.1199999970		    0.0399999990		0 
70    0.1400000010		    0.0399999990		0 
71    0.1599999960		    0.0399999990		0 
72    0.1800000070		    0.0399999990		0 
73    0.2000000030		    0.0399999990		0 
74    0.2199999990		    0.0399999990		0 
75    0.2399999950		    0.0399999990		0 
76    0.2599999900		    0.0399999990		0 
77    0.2800000010		    0.0399999990		0 
78    0.3000000120		    0.0399999990		0 
79    0.3199999930		    0.0399999990		0 
80    0.3400000040		    0.0399999990		0 
81    0.3600000140		    0.0399999990		0 
82    0.3799999950		    0.0399999990		0 
83    0.4000000060		    0.0399999990		0 
84    0.4199999870		    0.0399999990		0 
85    0.4399999980		    0.0399999990		0 
86    0.4600000080		    0.0399999990		0 
87    0.4799999890		    0.0399999990		0 
88    0.5000000000		    0.0399999990		0 
89    0.5199999810		    0.0399999990		0 
90    0.5400000210		    0.0399999990		0 
91    0.5600000020		    0.0399999990		0 
92    0.5799999830		    0.0399999990		0 
93    0.6000000240		    0.0399999990		0 
94    0.0000000000		    0.0599999990		0 
95    0.0200000000		    0.0599999990		0 
96    0.0399999990		    0.0599999990		0 
97    0.0599999990		    0.0599999990		0 
98    0.0799999980		    0.0599999990		0 
99    0.1000000010		    0.0599999990		0 
100    0.1199999970		    0.0599999990		0 
101    0.1400000010		    0.0599999990		0 
102    0.1599999960		    0.0599999990		0 
103    0.1800000070		    0.0599999990		0 
104    0.2000000030		    0.0599999990		0 
105    0.2199999990		    0.0599999990		0 
106    0.2399999950		    0.0599999990		0 
107    0.2599999900		    0.0599999990		0 
108    0.2800000010		    0.0599999990		0 
109    0.3000000120		    0.0599999990		0 
110    0.3199999930		    0.0599999990		0 
111    0.3400000040		    0.0599999990		0 
112    0.3600000140		    0.0599999990		0 
113    0.3799999950		    0.0599999990		0 
114    0.4000000060		    0.0599999990		0 
115    0.4199999870		    0.0599999990		0 
116    0.4399999980		    0.0599999990		0 
117    0.4600000080		    0.0599999990		0 
118    0.4799999890		    0.0599999990		0 
119    0.5000000000		    0.0599999990		0 
120    0.5199999810		    0.0599999990		0 
121    0.5400000210		    0.0599999990		0 
122    0.5600000020		    0.0599999990		0 
123    0.5799999830		    0.0599999990		0 
124    0.6000000240		    0.0599999990		0 
125    0.0000000000		    0.0799999980		0 
126    0.0200000000		    0.0799999980		0 
127    0.0399999990		    0.0799999980		0 
128    0.0599999990		    0.0799999980		0 
129    0.0799999980		    0.0799999980		0 
130    0.1000000010		    0.0799999980		0 
131    0.1199999970		    0.0799999980		0 
132    0.1400000010		    0.0799999980		0 
133    0.1599999960		    0.0799999980		0 
134    0.1800000070		    0.0799999980		0 
135    0.2000000030		    0.0799999980		0 
136    0.2199999990		    0.0799999980		0 
137    0.2399999950		    0.0799999980		0 
138    0.2599999900		    0.0799999980		0 
139    0.2800000010		    0.0799999980		0 
140    0.3000000120		    0.0799999980		0 
141    0.3199999930		    0.0799999980		0 
142    0.3400000040		    0.0799999980		0 
143    0.3600000140		    0.0799999980		0 
144    0.3799999950		    0.0799999980		0 
145    0.4000000060		    0.0799999980		0 
146    0.4199999870		    0.0799999980		0 
147    0.4399999980		    0.0799999980		0 
148    0.4600000080		    0.0799999980		0 
149    0.4799999890		    0.0799999980		0 
150    0.5000000000		    0.0799999980		0 
151    0.5199999810		    0.0799999980		0 
152    0.5400000210		    0.0799999980		0 
153    0.5600000020		    0.0799999980		0 
154    0.5799999830		    0.0799999980		0 
155    0.6000000240		    0.0799999980		0 
156    0.0000000000		    0.1000000010		0 
157    0.0200000000		    0.1000000010		0 
158    0.0399999990		    0.1000000010		0 
159    0.0599999990		    0.1000000010		0 
160    0.0799999980		    0.1000000010		0 
161    0.1000000010		    0.1000000010		0 
162    0.1199999970		    0.1000000010		0 
163    0.1400000010		    0.1000000010		0 
164    0.1599999960		    0.1000000010		0 
165    0.1800000070		    0.1000000010		0 
166    0.2000000030		    0.1000000010		0 
167    0.2199999990		    0.1000000010		0 
168    0.2399999950		    0.1000000010		0 
169    0.2599999900		    0.1000000010		0 
170    0.2800000010		    0.1000000010		0 
171    0.3000000120		    0.1000000010		0 
172    0.3199999930		    0.1000000010		0 
173    0.3400000040		    0.1000000010		0 
174    0.3600000140		    0.1000000010		0 
